trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_CMRL_BLUE_0_0009,07:23:00,07:23:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0009,07:25:00,07:25:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0009,07:28:00,07:28:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0009,07:31:00,07:31:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0009,07:33:00,07:33:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0009,07:35:00,07:35:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0009,07:38:00,07:38:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0009,07:42:00,07:42:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0009,07:50:00,07:50:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0010,07:30:00,07:30:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0010,07:33:00,07:33:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0010,07:35:00,07:35:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0010,07:38:00,07:38:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0010,07:41:00,07:41:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0010,07:43:00,07:43:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0010,07:45:00,07:45:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0010,07:48:00,07:48:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0010,07:52:00,07:52:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0010,08:00:00,08:00:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0011,07:40:00,07:40:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0011,07:43:00,07:43:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0011,07:45:00,07:45:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0011,07:48:00,07:48:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0011,07:51:00,07:51:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0011,07:53:00,07:53:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0011,07:55:00,07:55:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0011,07:58:00,07:58:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0011,08:02:00,08:02:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0011,08:10:00,08:10:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0012,07:50:00,07:50:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0012,07:53:00,07:53:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0012,07:55:00,07:55:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0012,07:58:00,07:58:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0012,08:01:00,08:01:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0012,08:03:00,08:03:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0012,08:05:00,08:05:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0012,08:08:00,08:08:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0012,08:12:00,08:12:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0012,08:20:00,08:20:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0013,08:00:00,08:00:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0013,08:03:00,08:03:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0013,08:05:00,08:05:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0013,08:08:00,08:08:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0013,08:11:00,08:11:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0013,08:13:00,08:13:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0013,08:15:00,08:15:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0013,08:18:00,08:18:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0013,08:22:00,08:22:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0013,08:30:00,08:30:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0014,08:10:00,08:10:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0014,08:13:00,08:13:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0014,08:15:00,08:15:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0014,08:18:00,08:18:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0014,08:21:00,08:21:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0014,08:23:00,08:23:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0014,08:25:00,08:25:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0014,08:28:00,08:28:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0014,08:32:00,08:32:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0014,08:40:00,08:40:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0015,08:20:00,08:20:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0015,08:23:00,08:23:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0015,08:25:00,08:25:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0015,08:28:00,08:28:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0015,08:31:00,08:31:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0015,08:33:00,08:33:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0015,08:35:00,08:35:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0015,08:38:00,08:38:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0015,08:42:00,08:42:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0015,08:50:00,08:50:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0016,08:30:00,08:30:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0016,08:33:00,08:33:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0016,08:35:00,08:35:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0016,08:38:00,08:38:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0016,08:41:00,08:41:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0016,08:43:00,08:43:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0016,08:45:00,08:45:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0016,08:48:00,08:48:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0016,08:52:00,08:52:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0016,09:00:00,09:00:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0017,08:40:00,08:40:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0017,08:43:00,08:43:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0017,08:45:00,08:45:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0017,08:48:00,08:48:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0017,08:51:00,08:51:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0017,08:53:00,08:53:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0017,08:55:00,08:55:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0017,08:58:00,08:58:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0017,09:02:00,09:02:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0017,09:10:00,09:10:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0018,08:50:00,08:50:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0018,08:53:00,08:53:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0018,08:55:00,08:55:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0018,08:58:00,08:58:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0018,09:01:00,09:01:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0018,09:03:00,09:03:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0018,09:05:00,09:05:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0018,09:08:00,09:08:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0018,09:12:00,09:12:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0018,09:20:00,09:20:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0019,09:00:00,09:00:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0019,09:03:00,09:03:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0019,09:05:00,09:05:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0019,09:08:00,09:08:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0019,09:11:00,09:11:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0019,09:13:00,09:13:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0019,09:15:00,09:15:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0019,09:18:00,09:18:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0019,09:22:00,09:22:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0019,09:30:00,09:30:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0020,09:10:00,09:10:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0020,09:13:00,09:13:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0020,09:15:00,09:15:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0020,09:18:00,09:18:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0020,09:21:00,09:21:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0020,09:23:00,09:23:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0020,09:25:00,09:25:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0020,09:28:00,09:28:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0020,09:32:00,09:32:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0020,09:40:00,09:40:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0021,09:20:00,09:20:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0021,09:23:00,09:23:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0021,09:25:00,09:25:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0021,09:28:00,09:28:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0021,09:31:00,09:31:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0021,09:33:00,09:33:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0021,09:35:00,09:35:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0021,09:38:00,09:38:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0021,09:42:00,09:42:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0021,09:50:00,09:50:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0022,09:30:00,09:30:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0022,09:33:00,09:33:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0022,09:35:00,09:35:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0022,09:38:00,09:38:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0022,09:41:00,09:41:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0022,09:43:00,09:43:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0022,09:45:00,09:45:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0022,09:48:00,09:48:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0022,09:52:00,09:52:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0022,10:00:00,10:00:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0023,09:40:00,09:40:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0023,09:43:00,09:43:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0023,09:45:00,09:45:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0023,09:48:00,09:48:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0023,09:51:00,09:51:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0023,09:53:00,09:53:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0023,09:55:00,09:55:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0023,09:58:00,09:58:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0023,10:02:00,10:02:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0023,10:10:00,10:10:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0024,09:50:00,09:50:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0024,09:53:00,09:53:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0024,09:55:00,09:55:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0024,09:58:00,09:58:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0024,10:01:00,10:01:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0024,10:03:00,10:03:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0024,10:05:00,10:05:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0024,10:08:00,10:08:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0024,10:12:00,10:12:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0024,10:20:00,10:20:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0025,10:00:00,10:00:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0025,10:03:00,10:03:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0025,10:05:00,10:05:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0025,10:08:00,10:08:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0025,10:11:00,10:11:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0025,10:13:00,10:13:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0025,10:15:00,10:15:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0025,10:18:00,10:18:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0025,10:22:00,10:22:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0025,10:30:00,10:30:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0026,10:10:00,10:10:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0026,10:13:00,10:13:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0026,10:15:00,10:15:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0026,10:18:00,10:18:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0026,10:21:00,10:21:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0026,10:23:00,10:23:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0026,10:25:00,10:25:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0026,10:28:00,10:28:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0026,10:32:00,10:32:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0026,10:40:00,10:40:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0027,10:20:00,10:20:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0027,10:23:00,10:23:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0027,10:25:00,10:25:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0027,10:28:00,10:28:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0027,10:31:00,10:31:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0027,10:33:00,10:33:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0027,10:35:00,10:35:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0027,10:38:00,10:38:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0027,10:42:00,10:42:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0027,10:50:00,10:50:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0028,10:30:00,10:30:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0028,10:33:00,10:33:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0028,10:35:00,10:35:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0028,10:38:00,10:38:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0028,10:41:00,10:41:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0028,10:43:00,10:43:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0028,10:45:00,10:45:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0028,10:48:00,10:48:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0028,10:52:00,10:52:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0028,11:00:00,11:00:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0029,10:40:00,10:40:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0029,10:43:00,10:43:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0029,10:45:00,10:45:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0029,10:48:00,10:48:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0029,10:51:00,10:51:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0029,10:53:00,10:53:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0029,10:55:00,10:55:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0029,10:58:00,10:58:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0029,11:02:00,11:02:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0029,11:10:00,11:10:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0030,10:50:00,10:50:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0030,10:53:00,10:53:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0030,10:55:00,10:55:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0030,10:58:00,10:58:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0030,11:01:00,11:01:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0030,11:03:00,11:03:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0030,11:05:00,11:05:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0030,11:08:00,11:08:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0030,11:12:00,11:12:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0030,11:20:00,11:20:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0031,11:00:00,11:00:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0031,11:03:00,11:03:00,ST_GOVT_ESTATE,2
TRIP_CMRL_BLUE_0_0031,11:05:00,11:05:00,ST_LIC,3
TRIP_CMRL_BLUE_0_0031,11:08:00,11:08:00,ST_1000_LIGHTS,4
TRIP_CMRL_BLUE_0_0031,11:11:00,11:11:00,ST_AG_DMS,5
TRIP_CMRL_BLUE_0_0031,11:13:00,11:13:00,ST_TEYNAMPET,6
TRIP_CMRL_BLUE_0_0031,11:15:00,11:15:00,ST_NANDANAM,7
TRIP_CMRL_BLUE_0_0031,11:18:00,11:18:00,ST_SAIDAPET,8
TRIP_CMRL_BLUE_0_0031,11:22:00,11:22:00,ST_GUINDY,9
TRIP_CMRL_BLUE_0_0031,11:30:00,11:30:00,ST_AIRPORT,10
TRIP_CMRL_BLUE_0_0032,11:10:00,11:10:00,ST_CENTRAL,1
TRIP_CMRL_BLUE_0_0032,11:13:00,11:13:00,ST_GOVT_ESTATE,2
